session1,session2,label,volume1,volume2,volume_diff,dice,surface_dice,hd95,subject
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,1008,13785.0,12376.0,-1409.0,0.9069225182523604,0.9995974729634041,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,1012,8975.0,8741.0,-234.0,0.887333483856401,0.996622855928625,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,1014,4153.0,4084.0,-69.0,0.8367123952895472,0.9817323272981693,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,1028,24578.0,23402.0,-1176.0,0.9143393080450187,0.9995113583864188,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,1030,17327.0,16340.0,-987.0,0.9187037752101465,0.9990922425073081,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,1035,6292.0,6018.0,-274.0,0.9195775792038993,0.9982425485853684,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,2002,2729.0,2706.0,-23.0,0.9140754369825207,0.9996631814011221,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,2006,1108.0,1132.0,24.0,0.8910714285714286,0.9929933958555552,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,2007,8465.0,8321.0,-144.0,0.9021803884189206,0.9984495704110844,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,2008,17526.0,15834.0,-1692.0,0.9074340527577938,0.9995596086671567,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,2012,9163.0,8745.0,-418.0,0.8610676792494975,0.9953618009049293,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,2014,4959.0,4830.0,-129.0,0.8454387577893554,0.9909322623820997,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,2028,26021.0,24297.0,-1724.0,0.9003537501490521,0.9994771873133662,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,2030,16149.0,15764.0,-385.0,0.9253909065271206,0.9989553415747342,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,2035,6740.0,6465.0,-275.0,0.9176826959485044,0.9982693046267023,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKUT.long.sub02_base_all_sites,10,6929.0,6521.0,-408.0,0.9472118959107807,0.9814970508096285,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKUT.long.sub02_base_all_sites,11,4523.0,4504.0,-19.0,0.9522543480669103,0.9997652760016899,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKUT.long.sub02_base_all_sites,12,5714.0,5497.0,-217.0,0.9501382570689502,0.9997309956472937,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKUT.long.sub02_base_all_sites,13,1721.0,1700.0,-21.0,0.9213680210464776,0.9959727733202298,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKUT.long.sub02_base_all_sites,17,3874.0,3719.0,-155.0,0.895561701567233,0.9965911193719861,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKUT.long.sub02_base_all_sites,18,2099.0,2066.0,-33.0,0.885954381752701,0.984235147754472,1.0,sub-02
